no;question;a;b;c;d;e;answer;explained;source;qa_comb
66;Reports that are disputed in nature and do not contain criminal elements are resolved by the Election Supervisor and those that contain criminal elements are forwarded to investigators and those that are administrative in nature are forwarded to the KPU, stated in...;Articles 128 and 130 of Law no. 12 of 2003;Articles 127 and 130 of Law no. 12 of 2003;Articles 126 and 130 of Law no. 12 of 2003;Articles 125 and 130 of Law no. 12 of 2003;Articles 124 and 130 of Law no. 12 of 2003;a;Articles 128 and 130 of Law no. 12 of 2003 states that reports that are disputes and do not contain criminal elements are resolved by the Election Supervisor and those that contain criminal elements are forwarded to investigators and those that are administrative in nature are forwarded to the KPU.;116_032_PHPU.A-II1.pdf;Reports that are disputed in nature and do not contain criminal elements are resolved by the Election Supervisor and those that contain criminal elements are forwarded to investigators and those that are administrative in nature are forwarded to the KPU, stated in...\n A.  Articles 128 and 130 of Law no. 12 of 2003\n B.  Articles 127 and 130 of Law no. 12 of 2003\n C.  Articles 126 and 130 of Law no. 12 of 2003\n D.  Articles 125 and 130 of Law no. 12 of 2003\n E.  Articles 124 and 130 of Law no. 12 of 2003
67;The Petitioner's candidacy as a Presidential Candidate and/or Vice Presidential Candidate is based on the Petitioner's rights and obligations as a citizen of the Republic of Indonesia which are justified, ratified, guaranteed and protected by, One of the list of articles is...;Article 21 A paragraph 1 of the 1945 Republic of Indonesia Constitution;Article 20 A paragraph 1 of the 1945 Republic of Indonesia Constitution;Preamble to the 1945 Constitution of the Republic of Indonesia;Article 10 A paragraph 1 of the 1945 Republic of Indonesia Constitution;Article 10 B paragraph 1 of the 1945 Republic of Indonesia Constitution;c;The Petitioner's candidacy as a Presidential Candidate and/or Vice Presidential Candidate is based on the Petitioner's rights and obligations as a citizen of the Republic of Indonesia which are justified, ratified, guaranteed and protected by: Preamble to the 1945 Republic of Indonesia Constitution, Article 1 paragraph 2 of the 1945 Republic of Indonesia Constitution, Article 27 paragraph 1 paragraph 3 of the 1945 Republic of Indonesia Constitution, Article 28 C paragraph 2 of the 1945 Republic of Indonesia Constitution, Article 28 D paragraph 1 and paragraph 3 of the 1945 Republic of Indonesia Constitution, Article 28 H paragraph 2 of the 1945 Republic of Indonesia Constitution, Article 28 I paragraph 2 of the 1945 Republic of Indonesia Constitution, and Article 28 J paragraph 1 of the 1945 Republic of Indonesia Constitution.;53_Putusan054PUUII2004.pdf;The Petitioner's candidacy as a Presidential Candidate and/or Vice Presidential Candidate is based on the Petitioner's rights and obligations as a citizen of the Republic of Indonesia which are justified, ratified, guaranteed and protected by, One of the list of articles is...\n A.  Article 21 A paragraph 1 of the 1945 Republic of Indonesia Constitution\n B.  Article 20 A paragraph 1 of the 1945 Republic of Indonesia Constitution\n C.  Preamble to the 1945 Constitution of the Republic of Indonesia\n D.  Article 10 A paragraph 1 of the 1945 Republic of Indonesia Constitution\n E.  Article 10 B paragraph 1 of the 1945 Republic of Indonesia Constitution
68;The Petitioner's candidacy as a Presidential Candidate and/or Vice Presidential Candidate is based on the Petitioner's rights and obligations as a citizen of the Republic of Indonesia which are justified, ratified, guaranteed and protected by, One of the list of articles is...;Article 21 A paragraph 1 of the 1945 Republic of Indonesia Constitution;Article 20 A paragraph 1 of the 1945 Republic of Indonesia Constitution;Article 10 A paragraph 1 of the 1945 Republic of Indonesia Constitution;Article 10 B paragraph 1 of the 1945 Republic of Indonesia Constitution;Article 28 J paragraph 1 of the 1944 Republic of Indonesia Constitution;e;The Petitioner's candidacy as a Presidential Candidate and/or Vice Presidential Candidate is based on the Petitioner's rights and obligations as a citizen of the Republic of Indonesia which are justified, ratified, guaranteed and protected by: Preamble to the 1945 Republic of Indonesia Constitution, Article 1 paragraph 2 of the 1945 Republic of Indonesia Constitution, Article 27 paragraph 1 paragraph 3 of the 1945 Republic of Indonesia Constitution, Article 28 C paragraph 2 of the 1945 Republic of Indonesia Constitution, Article 28 D paragraph 1 and paragraph 3 of the 1945 Republic of Indonesia Constitution, Article 28 H paragraph 2 of the 1945 Republic of Indonesia Constitution, Article 28 I paragraph 2 of the 1945 Republic of Indonesia Constitution, and Article 28 J paragraph 1 of the 1945 Republic of Indonesia Constitution.;53_Putusan054PUUII2004.pdf;The Petitioner's candidacy as a Presidential Candidate and/or Vice Presidential Candidate is based on the Petitioner's rights and obligations as a citizen of the Republic of Indonesia which are justified, ratified, guaranteed and protected by, One of the list of articles is...\n A.  Article 21 A paragraph 1 of the 1945 Republic of Indonesia Constitution\n B.  Article 20 A paragraph 1 of the 1945 Republic of Indonesia Constitution\n C.  Article 10 A paragraph 1 of the 1945 Republic of Indonesia Constitution\n D.  Article 10 B paragraph 1 of the 1945 Republic of Indonesia Constitution\n E.  Article 28 J paragraph 1 of the 1944 Republic of Indonesia Constitution
69;The Petitioner's candidacy as a Presidential Candidate and/or Vice Presidential Candidate is based on the Petitioner's rights and obligations as a citizen of the Republic of Indonesia which are justified, ratified, guaranteed and protected by, One of the list of articles is...;Article 28 I paragraph 2 of the 1945 Republic of Indonesia Constitution;Article 21 A paragraph 1 of the 1945 Republic of Indonesia Constitution;Article 20 A paragraph 1 of the 1945 Republic of Indonesia Constitution;Article 10 A paragraph 1 of the 1945 Republic of Indonesia Constitution;Article 10 B paragraph 1 of the 1945 Republic of Indonesia Constitution;a;The Petitioner's candidacy as a Presidential Candidate and/or Vice Presidential Candidate is based on the Petitioner's rights and obligations as a citizen of the Republic of Indonesia which are justified, ratified, guaranteed and protected by: Preamble to the 1945 Republic of Indonesia Constitution, Article 1 paragraph 2 of the 1945 Republic of Indonesia Constitution, Article 27 paragraph 1 paragraph 3 of the 1945 Republic of Indonesia Constitution, Article 28 C paragraph 2 of the 1945 Republic of Indonesia Constitution, Article 28 D paragraph 1 and paragraph 3 of the 1945 Republic of Indonesia Constitution, Article 28 H paragraph 2 of the 1945 Republic of Indonesia Constitution, Article 28 I paragraph 2 of the 1945 Republic of Indonesia Constitution, and Article 28 J paragraph 1 of the 1945 Republic of Indonesia Constitution.;53_Putusan054PUUII2004.pdf;The Petitioner's candidacy as a Presidential Candidate and/or Vice Presidential Candidate is based on the Petitioner's rights and obligations as a citizen of the Republic of Indonesia which are justified, ratified, guaranteed and protected by, One of the list of articles is...\n A.  Article 28 I paragraph 2 of the 1945 Republic of Indonesia Constitution\n B.  Article 21 A paragraph 1 of the 1945 Republic of Indonesia Constitution\n C.  Article 20 A paragraph 1 of the 1945 Republic of Indonesia Constitution\n D.  Article 10 A paragraph 1 of the 1945 Republic of Indonesia Constitution\n E.  Article 10 B paragraph 1 of the 1945 Republic of Indonesia Constitution
70;The Petitioner's candidacy as a Presidential Candidate and/or Vice Presidential Candidate is based on the Petitioner's rights and obligations as a citizen of the Republic of Indonesia which are justified, ratified, guaranteed and protected by, One of the list of articles is...;Article 21 A paragraph 1 of the 1945 Republic of Indonesia Constitution;Article 28 H paragraph 2 of the 1945 Republic of Indonesia Constitution;Article 20 A paragraph 1 of the 1945 Republic of Indonesia Constitution;Article 2G A paragraph 1 of the 1945 Republic of Indonesia Constitution;Article 2X A paragraph 1 of the 1945 Republic of Indonesia Constitution;b;The Petitioner's candidacy as a Presidential Candidate and/or Vice Presidential Candidate is based on the Petitioner's rights and obligations as a citizen of the Republic of Indonesia which are justified, ratified, guaranteed and protected by: Preamble to the 1945 Republic of Indonesia Constitution, Article 1 paragraph 2 of the 1945 Republic of Indonesia Constitution, Article 27 paragraph 1 paragraph 3 of the 1945 Republic of Indonesia Constitution, Article 28 C paragraph 2 of the 1945 Republic of Indonesia Constitution, Article 28 D paragraph 1 and paragraph 3 of the 1945 Republic of Indonesia Constitution, Article 28 H paragraph 2 of the 1945 Republic of Indonesia Constitution, Article 28 I paragraph 2 of the 1945 Republic of Indonesia Constitution, and Article 28 J paragraph 1 of the 1945 Republic of Indonesia Constitution.;53_Putusan054PUUII2004.pdf;The Petitioner's candidacy as a Presidential Candidate and/or Vice Presidential Candidate is based on the Petitioner's rights and obligations as a citizen of the Republic of Indonesia which are justified, ratified, guaranteed and protected by, One of the list of articles is...\n A.  Article 21 A paragraph 1 of the 1945 Republic of Indonesia Constitution\n B.  Article 28 H paragraph 2 of the 1945 Republic of Indonesia Constitution\n C.  Article 20 A paragraph 1 of the 1945 Republic of Indonesia Constitution\n D.  Article 2G A paragraph 1 of the 1945 Republic of Indonesia Constitution\n E.  Article 2X A paragraph 1 of the 1945 Republic of Indonesia Constitution
71;The Petitioner's candidacy as a Presidential Candidate and/or Vice Presidential Candidate is based on the Petitioner's rights and obligations as a citizen of the Republic of Indonesia which are justified, ratified, guaranteed and protected by, One of the list of articles is...;Article 28 D paragraph 1 and paragraph 3 of the 1945 Republic of Indonesia Constitution;Article 20 A paragraph 1 of the 1945 Republic of Indonesia Constitution;Article 21 Y paragraph 1 of the 1945 Republic of Indonesia Constitution;Article 20 Y paragraph 1 of the 1945 Republic of Indonesia Constitution;Article 21 A paragraph 1 of the 1945 Republic of Indonesia Constitution;a;The Petitioner's candidacy as a Presidential Candidate and/or Vice Presidential Candidate is based on the Petitioner's rights and obligations as a citizen of the Republic of Indonesia which are justified, ratified, guaranteed and protected by: Preamble to the 1945 Republic of Indonesia Constitution, Article 1 paragraph 2 of the 1945 Republic of Indonesia Constitution, Article 27 paragraph 1 paragraph 3 of the 1945 Republic of Indonesia Constitution, Article 28 C paragraph 2 of the 1945 Republic of Indonesia Constitution, Article 28 D paragraph 1 and paragraph 3 of the 1945 Republic of Indonesia Constitution, Article 28 H paragraph 2 of the 1945 Republic of Indonesia Constitution, Article 28 I paragraph 2 of the 1945 Republic of Indonesia Constitution, and Article 28 J paragraph 1 of the 1945 Republic of Indonesia Constitution.;53_Putusan054PUUII2004.pdf;The Petitioner's candidacy as a Presidential Candidate and/or Vice Presidential Candidate is based on the Petitioner's rights and obligations as a citizen of the Republic of Indonesia which are justified, ratified, guaranteed and protected by, One of the list of articles is...\n A.  Article 28 D paragraph 1 and paragraph 3 of the 1945 Republic of Indonesia Constitution\n B.  Article 20 A paragraph 1 of the 1945 Republic of Indonesia Constitution\n C.  Article 21 Y paragraph 1 of the 1945 Republic of Indonesia Constitution\n D.  Article 20 Y paragraph 1 of the 1945 Republic of Indonesia Constitution\n E.  Article 21 A paragraph 1 of the 1945 Republic of Indonesia Constitution
72;The Petitioner's candidacy as a Presidential Candidate and/or Vice Presidential Candidate is based on the Petitioner's rights and obligations as a citizen of the Republic of Indonesia which are justified, ratified, guaranteed and protected by, One of the list of articles is...;Article 21 A paragraph 1 of the 1945 Republic of Indonesia Constitution;Article 21 Z paragraph 1 of the 1945 Republic of Indonesia Constitution;Article 21 Y paragraph 1 of the 1945 Republic of Indonesia Constitution;Article 20 Y paragraph 1 of the 1945 Republic of Indonesia Constitution;Article 28 C paragraph 2 of the 1945 Republic of Indonesia Constitution;e;The Petitioner's candidacy as a Presidential Candidate and/or Vice Presidential Candidate is based on the Petitioner's rights and obligations as a citizen of the Republic of Indonesia which are justified, ratified, guaranteed and protected by: Preamble to the 1945 Republic of Indonesia Constitution, Article 1 paragraph 2 of the 1945 Republic of Indonesia Constitution, Article 27 paragraph 1 paragraph 3 of the 1945 Republic of Indonesia Constitution, Article 28 C paragraph 2 of the 1945 Republic of Indonesia Constitution, Article 28 D paragraph 1 and paragraph 3 of the 1945 Republic of Indonesia Constitution, Article 28 H paragraph 2 of the 1945 Republic of Indonesia Constitution, Article 28 I paragraph 2 of the 1945 Republic of Indonesia Constitution, and Article 28 J paragraph 1 of the 1945 Republic of Indonesia Constitution.;53_Putusan054PUUII2004.pdf;The Petitioner's candidacy as a Presidential Candidate and/or Vice Presidential Candidate is based on the Petitioner's rights and obligations as a citizen of the Republic of Indonesia which are justified, ratified, guaranteed and protected by, One of the list of articles is...\n A.  Article 21 A paragraph 1 of the 1945 Republic of Indonesia Constitution\n B.  Article 21 Z paragraph 1 of the 1945 Republic of Indonesia Constitution\n C.  Article 21 Y paragraph 1 of the 1945 Republic of Indonesia Constitution\n D.  Article 20 Y paragraph 1 of the 1945 Republic of Indonesia Constitution\n E.  Article 28 C paragraph 2 of the 1945 Republic of Indonesia Constitution
73;The Petitioner's candidacy as a Presidential Candidate and/or Vice Presidential Candidate is based on the Petitioner's rights and obligations as a citizen of the Republic of Indonesia which are justified, ratified, guaranteed and protected by, One of the list of articles is...;Article 21 A paragraph 1 of the 1945 Republic of Indonesia Constitution;Article 21 Z paragraph 1 of the 1945 Republic of Indonesia Constitution;Article 21 Y paragraph 1 of the 1945 Republic of Indonesia Constitution;Article 20 Y paragraph 1 of the 1945 Republic of Indonesia Constitution;Article 27 paragraph 1 paragraph 3 of the 1945 Republic of Indonesia Constitution;e;The Petitioner's candidacy as a Presidential Candidate and/or Vice Presidential Candidate is based on the Petitioner's rights and obligations as a citizen of the Republic of Indonesia which are justified, ratified, guaranteed and protected by: Preamble to the 1945 Republic of Indonesia Constitution, Article 1 paragraph 2 of the 1945 Republic of Indonesia Constitution, Article 27 paragraph 1 paragraph 3 of the 1945 Republic of Indonesia Constitution, Article 28 C paragraph 2 of the 1945 Republic of Indonesia Constitution, Article 28 D paragraph 1 and paragraph 3 of the 1945 Republic of Indonesia Constitution, Article 28 H paragraph 2 of the 1945 Republic of Indonesia Constitution, Article 28 I paragraph 2 of the 1945 Republic of Indonesia Constitution, and Article 28 J paragraph 1 of the 1945 Republic of Indonesia Constitution.;53_Putusan054PUUII2004.pdf;The Petitioner's candidacy as a Presidential Candidate and/or Vice Presidential Candidate is based on the Petitioner's rights and obligations as a citizen of the Republic of Indonesia which are justified, ratified, guaranteed and protected by, One of the list of articles is...\n A.  Article 21 A paragraph 1 of the 1945 Republic of Indonesia Constitution\n B.  Article 21 Z paragraph 1 of the 1945 Republic of Indonesia Constitution\n C.  Article 21 Y paragraph 1 of the 1945 Republic of Indonesia Constitution\n D.  Article 20 Y paragraph 1 of the 1945 Republic of Indonesia Constitution\n E.  Article 27 paragraph 1 paragraph 3 of the 1945 Republic of Indonesia Constitution
74;The Petitioner's candidacy as a Presidential Candidate and/or Vice Presidential Candidate is based on the Petitioner's rights and obligations as a citizen of the Republic of Indonesia which are justified, ratified, guaranteed and protected by, One of the list of articles is...;Article 21 A paragraph 1 of the 1945 Republic of Indonesia Constitution;Article 21 Z paragraph 1 of the 1945 Republic of Indonesia Constitution;Article 21 Y paragraph 1 of the 1945 Republic of Indonesia Constitution;Article 1 paragraph 2 of the 1945 Republic of Indonesia Constitution;Article 20 Y paragraph 1 of the 1945 Republic of Indonesia Constitution;d;The Petitioner's candidacy as a Presidential Candidate and/or Vice Presidential Candidate is based on the Petitioner's rights and obligations as a citizen of the Republic of Indonesia which are justified, ratified, guaranteed and protected by: Preamble to the 1945 Republic of Indonesia Constitution, Article 1 paragraph 2 of the 1945 Republic of Indonesia Constitution, Article 27 paragraph 1 paragraph 3 of the 1945 Republic of Indonesia Constitution, Article 28 C paragraph 2 of the 1945 Republic of Indonesia Constitution, Article 28 D paragraph 1 and paragraph 3 of the 1945 Republic of Indonesia Constitution, Article 28 H paragraph 2 of the 1945 Republic of Indonesia Constitution, Article 28 I paragraph 2 of the 1945 Republic of Indonesia Constitution, and Article 28 J paragraph 1 of the 1945 Republic of Indonesia Constitution.;53_Putusan054PUUII2004.pdf;The Petitioner's candidacy as a Presidential Candidate and/or Vice Presidential Candidate is based on the Petitioner's rights and obligations as a citizen of the Republic of Indonesia which are justified, ratified, guaranteed and protected by, One of the list of articles is...\n A.  Article 21 A paragraph 1 of the 1945 Republic of Indonesia Constitution\n B.  Article 21 Z paragraph 1 of the 1945 Republic of Indonesia Constitution\n C.  Article 21 Y paragraph 1 of the 1945 Republic of Indonesia Constitution\n D.  Article 1 paragraph 2 of the 1945 Republic of Indonesia Constitution\n E.  Article 20 Y paragraph 1 of the 1945 Republic of Indonesia Constitution
75;Everyone has the right to receive facilities and special treatment to obtain the same opportunities and benefits in order to achieve equality and justice, which is in...;Law Number 23 of 2003, especially Article 5 paragraphs (1,2,3 and 4);Article 21 A paragraph 1 of the 1945 Republic of Indonesia Constitution;Article 21 Z paragraph 1 of the 1945 Republic of Indonesia Constitution;Article 21 Y paragraph 1 of the 1945 Republic of Indonesia Constitution;Article 1 paragraph 2 of the 1945 Republic of Indonesia Constitution;a;"Law Number 23 of 2003, especially Article 5 paragraphs (1,2,3 and 4), Article 1 paragraph (6), Article 6 L is contrary to the 1945 Constitution of the Republic of Indonesia Article 28 H paragraph (2) which states: ""Everyone has the right to receive facilities and special treatment to obtain the same opportunities and benefits in order to achieve equality and justice""";53_Putusan054PUUII2004.pdf;Everyone has the right to receive facilities and special treatment to obtain the same opportunities and benefits in order to achieve equality and justice, which is in...\n A.  Law Number 23 of 2003, especially Article 5 paragraphs (1,2,3 and 4)\n B.  Article 21 A paragraph 1 of the 1945 Republic of Indonesia Constitution\n C.  Article 21 Z paragraph 1 of the 1945 Republic of Indonesia Constitution\n D.  Article 21 Y paragraph 1 of the 1945 Republic of Indonesia Constitution\n E.  Article 1 paragraph 2 of the 1945 Republic of Indonesia Constitution
76;Everyone has the right to receive facilities and special treatment to obtain the same opportunities and benefits in order to achieve equality and justice, which is in...;Article 21 A paragraph 1 of the 1945 Republic of Indonesia Constitution;Article 21 Z paragraph 1 of the 1945 Republic of Indonesia Constitution;Article 21 Y paragraph 1 of the 1945 Republic of Indonesia Constitution;Article 1 paragraph 2 of the 1945 Republic of Indonesia Constitution;Law Number 23 of 2003, especially Article 1 paragraph (6);e;"Law Number 23 of 2003, especially Article 5 paragraphs (1,2,3 and 4), Article 1 paragraph (6), Article 6 L is contrary to the 1945 Constitution of the Republic of Indonesia Article 28 H paragraph (2) which states: ""Everyone has the right to receive facilities and special treatment to obtain the same opportunities and benefits in order to achieve equality and justice""";53_Putusan054PUUII2004.pdf;Everyone has the right to receive facilities and special treatment to obtain the same opportunities and benefits in order to achieve equality and justice, which is in...\n A.  Article 21 A paragraph 1 of the 1945 Republic of Indonesia Constitution\n B.  Article 21 Z paragraph 1 of the 1945 Republic of Indonesia Constitution\n C.  Article 21 Y paragraph 1 of the 1945 Republic of Indonesia Constitution\n D.  Article 1 paragraph 2 of the 1945 Republic of Indonesia Constitution\n E.  Law Number 23 of 2003, especially Article 1 paragraph (6)
77;Everyone has the right to receive facilities and special treatment to obtain the same opportunities and benefits in order to achieve equality and justice, which is in...;Law Number 23 of 2003, especially Article 6 L;Article 21 A paragraph 1 of the 1945 Republic of Indonesia Constitution;Article 21 Z paragraph 1 of the 1945 Republic of Indonesia Constitution;Article 21 Y paragraph 1 of the 1945 Republic of Indonesia Constitution;Article 1 paragraph 2 of the 1945 Republic of Indonesia Constitution;a;"Law Number 23 of 2003, especially Article 5 paragraphs (1,2,3 and 4), Article 1 paragraph (6), Article 6 L is contrary to the 1945 Constitution of the Republic of Indonesia Article 28 H paragraph (2) which states: ""Everyone has the right to receive facilities and special treatment to obtain the same opportunities and benefits in order to achieve equality and justice"" ";53_Putusan054PUUII2004.pdf;Everyone has the right to receive facilities and special treatment to obtain the same opportunities and benefits in order to achieve equality and justice, which is in...\n A.  Law Number 23 of 2003, especially Article 6 L\n B.  Article 21 A paragraph 1 of the 1945 Republic of Indonesia Constitution\n C.  Article 21 Z paragraph 1 of the 1945 Republic of Indonesia Constitution\n D.  Article 21 Y paragraph 1 of the 1945 Republic of Indonesia Constitution\n E.  Article 1 paragraph 2 of the 1945 Republic of Indonesia Constitution
78;Everyone has the right to receive facilities and special treatment to obtain the same opportunities and benefits in order to achieve equality and justice, which is in...;Article 21 A paragraph 1 of the 1945 Republic of Indonesia Constitution;Article 21 Z paragraph 1 of the 1945 Republic of Indonesia Constitution;Article 21 Y paragraph 1 of the 1945 Republic of Indonesia Constitution;Article 1 paragraph 2 of the 1945 Republic of Indonesia Constitution;Law Number 23 of 2003, especially Article 28 H paragraph (2);e;"Law Number 23 of 2003, especially Article 5 paragraphs (1,2,3 and 4), Article 1 paragraph (6), Article 6 L is contrary to the 1945 Constitution of the Republic of Indonesia Article 28 H paragraph (2) which states: ""Everyone has the right to receive facilities and special treatment to obtain the same opportunities and benefits in order to achieve equality and justice""";53_Putusan054PUUII2004.pdf;Everyone has the right to receive facilities and special treatment to obtain the same opportunities and benefits in order to achieve equality and justice, which is in...\n A.  Article 21 A paragraph 1 of the 1945 Republic of Indonesia Constitution\n B.  Article 21 Z paragraph 1 of the 1945 Republic of Indonesia Constitution\n C.  Article 21 Y paragraph 1 of the 1945 Republic of Indonesia Constitution\n D.  Article 1 paragraph 2 of the 1945 Republic of Indonesia Constitution\n E.  Law Number 23 of 2003, especially Article 28 H paragraph (2)
79;Every person has the right to be free from discriminatory treatment on any basis and has the right to receive protection against such discriminatory treatment, in...;Law Number 23 of 2003, especially Article 5 paragraphs (1,2,3 and 4);Article 21 A paragraph 1 of the 1945 Republic of Indonesia Constitution;Article 21 Z paragraph 1 of the 1945 Republic of Indonesia Constitution;Article 21 Y paragraph 1 of the 1945 Republic of Indonesia Constitution;Article 1 paragraph 2 of the 1945 Republic of Indonesia Constitution;a;"Law Number 23 of 2003, especially Article 5 paragraphs (1,2,3 and 4), Article 1 paragraph (6) and Article 6 I, is contrary to the 1945 Constitution of the Republic of Indonesia. Article 28 I paragraph (2) which states: ""Everyone has the right to be free from discriminatory treatment on any basis and has the right to receive protection against such discriminatory treatment""";53_Putusan054PUUII2004.pdf;Every person has the right to be free from discriminatory treatment on any basis and has the right to receive protection against such discriminatory treatment, in...\n A.  Law Number 23 of 2003, especially Article 5 paragraphs (1,2,3 and 4)\n B.  Article 21 A paragraph 1 of the 1945 Republic of Indonesia Constitution\n C.  Article 21 Z paragraph 1 of the 1945 Republic of Indonesia Constitution\n D.  Article 21 Y paragraph 1 of the 1945 Republic of Indonesia Constitution\n E.  Article 1 paragraph 2 of the 1945 Republic of Indonesia Constitution
80;Every person has the right to be free from discriminatory treatment on any basis and has the right to receive protection against such discriminatory treatment, in...;Article 21 A paragraph 1 of the 1945 Republic of Indonesia Constitution;Article 21 Z paragraph 1 of the 1945 Republic of Indonesia Constitution;Article 21 Y paragraph 1 of the 1945 Republic of Indonesia Constitution;Article 1 paragraph 2 of the 1945 Republic of Indonesia Constitution;Law Number 23 of 2003, especially Article 1 paragraph (6);e;"Law Number 23 of 2003, especially Article 5 paragraphs (1,2,3 and 4), Article 1 paragraph (6) and Article 6 I, is contrary to the 1945 Constitution of the Republic of Indonesia. Article 28 I paragraph (2) which states: ""Everyone has the right to be free from discriminatory treatment on any basis and has the right to receive protection against such discriminatory treatment""";53_Putusan054PUUII2004.pdf;Every person has the right to be free from discriminatory treatment on any basis and has the right to receive protection against such discriminatory treatment, in...\n A.  Article 21 A paragraph 1 of the 1945 Republic of Indonesia Constitution\n B.  Article 21 Z paragraph 1 of the 1945 Republic of Indonesia Constitution\n C.  Article 21 Y paragraph 1 of the 1945 Republic of Indonesia Constitution\n D.  Article 1 paragraph 2 of the 1945 Republic of Indonesia Constitution\n E.  Law Number 23 of 2003, especially Article 1 paragraph (6)
81;Every person has the right to be free from discriminatory treatment on any basis and has the right to receive protection against such discriminatory treatment, in...;Law Number 23 of 2003, especially Article 6 I;Article 21 A paragraph 1 of the 1945 Republic of Indonesia Constitution;Article 21 Z paragraph 1 of the 1945 Republic of Indonesia Constitution;Article 21 Y paragraph 1 of the 1945 Republic of Indonesia Constitution;Article 1 paragraph 2 of the 1945 Republic of Indonesia Constitution;a;"Law Number 23 of 2003, especially Article 5 paragraphs (1,2,3 and 4), Article 1 paragraph (6) and Article 6 I, is contrary to the 1945 Constitution of the Republic of Indonesia. Article 28 I paragraph (2) which states: ""Everyone has the right to be free from discriminatory treatment on any basis and has the right to receive protection against such discriminatory treatment""";53_Putusan054PUUII2004.pdf;Every person has the right to be free from discriminatory treatment on any basis and has the right to receive protection against such discriminatory treatment, in...\n A.  Law Number 23 of 2003, especially Article 6 I\n B.  Article 21 A paragraph 1 of the 1945 Republic of Indonesia Constitution\n C.  Article 21 Z paragraph 1 of the 1945 Republic of Indonesia Constitution\n D.  Article 21 Y paragraph 1 of the 1945 Republic of Indonesia Constitution\n E.  Article 1 paragraph 2 of the 1945 Republic of Indonesia Constitution
82;Everyone is obliged to respect the human rights of others in the orderly life of society, nation and state, which is...;Law Number 23 of 2003, especially Article 5 paragraphs (1, 2, 3 and 4);Article 21 A paragraph 1 of the 1945 Republic of Indonesia Constitution;Article 21 Z paragraph 1 of the 1945 Republic of Indonesia Constitution;Article 21 Y paragraph 1 of the 1945 Republic of Indonesia Constitution;Article 1 paragraph 2 of the 1945 Republic of Indonesia Constitution;a;"Law Number 23 of 2003, especially Article 5 paragraphs (1, 2, 3 and 4), Article 1 paragraph (6) and Article 6L is contrary to the 1945 Constitution of the Republic of Indonesia. Article 28 J paragraph (1) which states: ""Everyone is obliged to respect the human rights of others in orderly life in society, nation and state""";53_Putusan054PUUII2004.pdf;Everyone is obliged to respect the human rights of others in the orderly life of society, nation and state, which is...\n A.  Law Number 23 of 2003, especially Article 5 paragraphs (1, 2, 3 and 4)\n B.  Article 21 A paragraph 1 of the 1945 Republic of Indonesia Constitution\n C.  Article 21 Z paragraph 1 of the 1945 Republic of Indonesia Constitution\n D.  Article 21 Y paragraph 1 of the 1945 Republic of Indonesia Constitution\n E.  Article 1 paragraph 2 of the 1945 Republic of Indonesia Constitution
83;Everyone is obliged to respect the human rights of others in the orderly life of society, nation and state, which is...;Article 21 A paragraph 1 of the 1945 Republic of Indonesia Constitution;Article 21 Z paragraph 1 of the 1945 Republic of Indonesia Constitution;Article 21 Y paragraph 1 of the 1945 Republic of Indonesia Constitution;Article 1 paragraph 2 of the 1945 Republic of Indonesia Constitution;Law Number 23 of 2003, especially Article 1 paragraph (6);e;"Law Number 23 of 2003, especially Article 5 paragraphs (1, 2, 3 and 4), Article 1 paragraph (6) and Article 6L is contrary to the 1945 Constitution of the Republic of Indonesia. Article 28 J paragraph (1) which states: ""Everyone is obliged to respect the human rights of others in orderly life in society, nation and state""";53_Putusan054PUUII2004.pdf;Everyone is obliged to respect the human rights of others in the orderly life of society, nation and state, which is...\n A.  Article 21 A paragraph 1 of the 1945 Republic of Indonesia Constitution\n B.  Article 21 Z paragraph 1 of the 1945 Republic of Indonesia Constitution\n C.  Article 21 Y paragraph 1 of the 1945 Republic of Indonesia Constitution\n D.  Article 1 paragraph 2 of the 1945 Republic of Indonesia Constitution\n E.  Law Number 23 of 2003, especially Article 1 paragraph (6)
84;Everyone is obliged to respect the human rights of others in the orderly life of society, nation and state, which is...;Law Number 23 of 2003, especially Article 6L;Article 21 A paragraph 1 of the 1945 Republic of Indonesia Constitution;Article 21 Z paragraph 1 of the 1945 Republic of Indonesia Constitution;Article 21 Y paragraph 1 of the 1945 Republic of Indonesia Constitution;Article 1 paragraph 2 of the 1945 Republic of Indonesia Constitution;a;"Law Number 23 of 2003, especially Article 5 paragraphs (1, 2, 3 and 4), Article 1 paragraph (6) and Article 6L is contrary to the 1945 Constitution of the Republic of Indonesia. Article 28 J paragraph (1) which states: ""Everyone is obliged to respect the human rights of others in orderly life in society, nation and state""";53_Putusan054PUUII2004.pdf;Everyone is obliged to respect the human rights of others in the orderly life of society, nation and state, which is...\n A.  Law Number 23 of 2003, especially Article 6L\n B.  Article 21 A paragraph 1 of the 1945 Republic of Indonesia Constitution\n C.  Article 21 Z paragraph 1 of the 1945 Republic of Indonesia Constitution\n D.  Article 21 Y paragraph 1 of the 1945 Republic of Indonesia Constitution\n E.  Article 1 paragraph 2 of the 1945 Republic of Indonesia Constitution
