"id","question_id","question","question_date","question_by","answer_date","answer"
"685","154","dear makhamah konstitusi saya ingin menggugat tentang kenaikan harga bbm yang mencekik rakyat, dan tidak sesuai dengan pasal 28 A menyatakan bahwa setiap orang berhak mempertahankan hidup dan kehidupannya. apakah yang harus saya periapkan? dan kondisi sosiologis minyak dunia tidak mengindikasikan untuk penaikan bbm","18-11-2014","fuad","01-12-2014","Yth Saudara Fuad Untuk mengetahui prosedur dan tata cara pengujian undang-undang, anda dapat menghubungi bagian registrasi permohonan perkara konstitusi yang berada di lantai dasar gedung Mahkamah Konstitusi. Anda juga dapat melakukan permohonan secara online, penjelasannya dapat anda simak melalui link berikut ini http://www.mahkamahkonstitusi.go.id/index.php?page=web.PendaftaranPemohonan. Terima kasih."
"686","153","Assalamualaikum wr. wb Selamat pagi bapak/ibu, nama saya Rully Putratama dan saya baru lulus tanggal 1 Oktober 2014 dari Universitas Riau. saya ingin bertanya, bagaimana prosedur menjadi tenaga hononer? Terima Kasih","13-11-2014","Rully Putratama","17-11-2014","Yth. Saudara Rully Putratama, Penerimaan pegawai Mahkamah Konstitusi akan diumumkan secara terbuka melalui laman Mahkamah Konstitusi sesuai dengan formasi yang ditentukan oleh Kementerian Pendayagunaan Aparatur Negara dan Reformasi Birokrasi. Untuk mengetahui perkembangan informasi tersebut, silakan mengakses website MK. Terima kasih."
"687","152","Assalamualaikum, mengenai banyaknya polemik serta pro kontra dikalangan para ahli, apakah Mahkamah Konstitusi benar-benar berwenang menguji Peraturan Pemerintah Pengganti Undang-Undang (Perpu) terhadap Undang-Undang Dasar? kalau memang benar apakah dasar hukumnya? serta bagaimana implikasinya setelah Perpu itu di uji oleh Mahkamah Konstitusi? Mohon pencerahannya. Terimakasih.","12-11-2014","arifinyusup5758","21-12-2016","Yth. Saudara Arifin Yusuf, Pendapat Mahkamah Konstitusi mengenai pertanyaan Saudara dapat dipelajari melalui beberapa putusan terkait hal tersebut. Silakan menelusuri putusan dimaksud pada menu ""PUTUSAN"" di laman ini dengan kata kunci ""perpu"". Terima kasih."
"688","149","Selamat Sore, Saya ingin mengetahui peraturan MK yang mengatur tentang kuasa hukum. Setahu saya tidak harus advokat. Apakah seseorang tanpa jabatan dalam lembaga negara/pemerintah/bantuan hukum/hubungan darah semenda maupun bukan seorang advokat dapat menjadi kuasa hukum di MK? Mohon pencerahannya. Terima kasih","31-10-2014","VA","04-11-2014","Yth Sdr. VA, Sesuai Pasal 24C UUD 1945, Mahkamah Konstitusi berwenang mengadili pada tingkat pertama dan terakhir yang putusannya bersifat final untuk : menguji undang-undang terhadap Undang-Undang Dasar, memutus sengketa kewenangan lembaga negara yang kewenangannya diberikan oleh Undang-Undang Dasar, memutus pembubaran partai politik, dan memutus perselisihan tentang hasil pemilihan umum. Mahkamah Konstitusi juga wajib memberikan putusan atas pendapat Dewan Perwakilan Rakyat mengenai dugaan pelanggaran oleh Presiden dan/atau Wakil Presiden menurut UndangUndang Dasar. Terkait pertanyaan Saudara, Pasal 51 UU No. 24 Tahun 2003 sebagaimana diubah dengan UU No. 8 Tahun 2011 tentang Mahkamah Konstitusi, Pemohon dalam perkara pengujian undang-undang adalah: a. perorangan warga negara Indonesia; b. kesatuan masyarakat hukum adat sepanjang masih hidup dan sesuai dengan perkembangan masyarakat dan prinsip Negara Kesatuan Republik Indonesia yang diatur dalam undang-undang; c. badan hukum publik atau privat; atau d. lembaga negara. Terkait pertanyaan Saudara, setiap warga negara Indonesia, secara orang-perorangan, berhak mengajukan permohonan atas perkara pengujian undang-undang terhadap Undang-Undang Dasar. Sebagaimana diatur dalam Pasal 29 UU MK, pengajuan tersebut dapat dilakukan langsung, baik secara individul maupun diwakili oleh kuasanya. Hukum acara MK, tidak mengatur bahwa kuasa pemohon harus seorang advokat, sepanjang dapat dibuktikan melalui surat kuasa yang ditandatangani oleh Pemohon. Demikian."
"689","148","Selamat Pagi, senang bisa bergabung ke dalam forum diskusi pertanyaan seputar Mahkamah Konstitusi. Saya ingin diskusi mengenai, sebuah putusan Mahkamah Konstitusi yang telah dikabulkan oleh Mahkamah Konstitusi, bagaimanakah akibat hukumnya sebuah putusan tersebut, jika berdampak kepada perubahan sebuah Peraturan Daerah atau Peraturan Pemerintah? Bagaimana jika daerah belum dan/tidak menjalankan amanah dari Putusan Konstitusi yang merupakan Peradilan Konstitusional? dan Apakah ada wacana seputar pembentukan regulasi khusus yang mengatur mengenai pelaksanaan putusan-putusan Mahkamah Konstitusi yang telah diputus diterima. Terimakasih.","30-10-2014","FITRIA KUSUMAWARDHANI","04-11-2014","Yth Sdr. Fitria Kusumawardhani, Berdasarkan Pasal 47UU No. 24 Tahun 2003 sebagaimana diubah dengan UU No. 8 Tahun 2011 tentang Mahkamah Konstitusi,Putusan Mahkamah Konstitusi memperoleh kekuatan hukum tetap sejak selesai diucapkan dalam sidang pleno terbuka untuk umum. Dengan demikian, apabila pada perkara pengujian undang-undang, putusan MK mengabulkan permohonan pemohon, maka sejak putusan tersebut diucapkan dalam sidang pleno, norma dalam undang-undang yang diujikan dan diputus oleh MK tidak memiliki kekuatan hukum mengikat. Begitupun peraturan perundang-undangan yang mengacu pada norma undang-undang yang telah dinyatakan tidak memiliki kekuatan hukum mengikat oleh MK, maka peraturan perundang-undangan tersebut telah kehilangan acuannya. Demikian."
"690","147","Yth; Yang Mulia Majelis Hakim Mahkamah Konstitusi. Yang ingin saya tanyakan adalah tentang perkara PUU. Kapan acara pembacaan putusan perkara setelah sidang terakhir penyerahan kesimpulan karena pada sidang terakhir Majelis Hakim tidak menetapkan tanggal acara sidang pembacaan putusan perkara???","30-10-2014","phil colin","04-11-2014","Yth. Sdr. Phil Colin, Untuk informasi persidangan, saudara dapat mengikutinya melalui laman ini atau menghubungi Bagian Kejurupanggilan Kepaniteraan MK melalui telepon 021-23529000. Demikian."
"691","146","Assalamualaikum Selamat pagi bapak/ibu. Nama saya Rully Putratama lulusan dari Universitas Riau saya ingin melamar menjadi tenaga honorer, bagaimana prosedurnya? Terima kasih.","29-10-2014","Rully Putratama","04-11-2014","Yth. Saudara Rully Putratama, Penerimaan pegawai Mahkamah Konstitusi akan diumumkan secara terbuka melalui laman ini. Silakan mengikuti perkembangannya. Demikian."
"692","145","selamat siang, saya Devi mahasiswi ilmu komunikasi UNS. jadi begini saya mengadakan penelitian tentang MK. dan kemarin saat wawancara disebutkan bahwa MK mempunyai sistem pengawasan baru untuk penerimaan perkara, MK bekerjasama dengan pemeriksaan aliran dana keuangan, dan pegawai MK diwajibkan melaporkan harta kekayaan mereka. dosen saya meminta konfirmasi apakah ada SK yang berkaitan dengan hal tersebut? terimakasih","25-10-2014","devialin","04-11-2014","Yth. Saudara Devialin, Terkait hal-ihwal penelitian, silakan saudara menghubungi Kepala Bidang Penelitian Mahkamah Konstitusi Bapak Wiryanto melalui telepon 021-23529000."
"693","144","Bagaimanakah skenario persiapan persidangan pengujian undang-undang oleh mahkamah konstitusi?","21-10-2014","Rahmanaji","04-11-2014","Yth. Saudara Rahmanaji, Untuk mengetahui informasi dan prosedur pengajuan perkara dan proses persidangan atau konsultasi, silakan menghubungi petugas Penerimaan Permohonan Perkara Konstitusi di gedung MK Lantai Dasar. Terima kasih."
"694","143","Kepada Yth. Mahkamah Konstitusi Dengan Hormat, Saya dengan data sebagai berikut : Nama Lengkap : Petrus Kristiawan Surya Atmaja Tempat lahir/ Tanggal Lahir : Lampung, 16 September 1985 Alamat : Ling. Glodogan RT/RW 02 / 03 Kelurahan/Desa : Harjosari Kecamatan : Bawen Kabupaten/Kota : Semarang Provinsi : Jawa Tengah Kode Pos : 50661 Jenis Kelamin : Laki-laki HP : 085641182624 Email :","06-10-2014","Petrus Kristiawan Surya Admaja","04-11-2014","Yth. Bapak Petrus Kristiawan Surya Admaja Sesuai Pasal 24C UUD 1945, Mahkamah Konstitusi berwenang mengadili pada tingkat pertama dan terakhir yang putusannya bersifat final untuk : menguji undang-undang terhadap Undang-Undang Dasar, memutus sengketa kewenangan lembaga negara yang kewenangannya diberikan oleh Undang-Undang Dasar, memutus pembubaran partai politik, dan memutus perselisihan tentang hasil pemilihan umum. Mahkamah Konstitusi juga wajib memberikan putusan atas pendapat Dewan Perwakilan Rakyat mengenai dugaan pelanggaran oleh Presiden dan/atau Wakil Presiden menurut UndangUndang Dasar.. Terkait pertanyaan Bapak, hal tersebut bukan merupakan kewenangan Mahkamah Konstitusi. Namun demikian, Bapak dapat menyampaikan permasalahan tersebut kepada Komisi Aparatur Sipil Negara. Demikian."
"695","142","Apakah seorang Presiden RI boleh bertanya/konsultasi kepada MK atau Ketua MK? perihal Materi RUU/UU atau perihal RUU/UU yang jika UU telah di sahkan oleh DPR akan berpotensi akan di Judicial Review oleh pihak lain atau Masyarakat","29-09-2014","denmasz","04-11-2014","Yth. Saudara Denmasz, Sesuai Pasal 24C UUD 1945, Mahkamah Konstitusi berwenang mengadili pada tingkat pertama dan terakhir yang putusannya bersifat final untuk : menguji undang-undang terhadap Undang-Undang Dasar, memutus sengketa kewenangan lembaga negara yang kewenangannya diberikan oleh Undang-Undang Dasar, memutus pembubaran partai politik, dan memutus perselisihan tentang hasil pemilihan umum. Mahkamah Konstitusi juga wajib memberikan putusan atas pendapat Dewan Perwakilan Rakyat mengenai dugaan pelanggaran oleh Presiden dan/atau Wakil Presiden menurut UndangUndang Dasar. Terkait pertanyaan saudara, hal tersebut bukan merupakan kewenangan Mahkamah Konstitusi. Demikian."
"696","141","Mohon konsultasi. Di beberapa instansi pemerintah melakukan kerjasama dengan agen salah satu maskapai dalam rangka perjalanan dinas. Ketentuan kelas ekonomi sesuai peraturan standar biaya masukan dari Menkeu memang dijalankan. Namun fakta dilapangan, pegawai dihimbau untuk tidak membeli tiket sendiri, apalagi berbeda maskapai, padahal dari sisi harga jelas lebih murah hampir separuh dari yang biasa dibelikan kantor. Ketika ditanyakan latar belakang kebijakan itu adalah agar memudahkan pemeriksaan oleh aparatur pemeriksa. 1. Apakah kebijakan itu tidak melanggar UU No. 17 Tahun 2003 pasal 3 yang mengamanatkan ekonomis dan efisien? 2. Apakah kebijakan atau arahan tersebut dapat dimasukkan dalam perilaku yang mengganggu persaingan sehat dunia usaha? 3. Bila ya, bagaimana cara mengusulkan koreksi atas kebijakan tersebut? Terima kasih","19-09-2014","haris","04-11-2014","Yth. Saudara haris, Sesuai Pasal 24C UUD 1945, Mahkamah Konstitusi berwenang mengadili pada tingkat pertama dan terakhir yang putusannya bersifat final untuk : menguji undang-undang terhadap Undang-Undang Dasar, memutus sengketa kewenangan lembaga negara yang kewenangannya diberikan oleh Undang-Undang Dasar, memutus pembubaran partai politik, dan memutus perselisihan tentang hasil pemilihan umum. Mahkamah Konstitusi juga wajib memberikan putusan atas pendapat Dewan Perwakilan Rakyat mengenai dugaan pelanggaran oleh Presiden dan/atau Wakil Presiden menurut UndangUndang Dasar. Terkait pertanyaan yang saudara ajukan, hal tersebut bukan merupakan kewenangan Mahkamah Konstitusi. Pengujian peraturan perundang-undangan di bawah undang-undang, dapat diajukan ke Mahkamah Agung. Demikian."
"697","140","Assalamualaikum. selamat malam, setahu saya putusan MK bersifat erga omnes yang artinya berlaku untuk umum, nah misalnya MK memutuskan bahwa suatu pasal dalam UU A bertentangan dengan UUD, kemudian menyatakan bahwa yang sesuai adalah ABCD, maka apakah hasil putusan MK yang bersifat ABCD tersebut harus dirumuskan kembali dalam UU A? apabila putusan yang bersifat ABCD tersebut tidak dimasukkan dalam UU A oleh legislatif, bagaimana nasib UU A? terimakasih.","16-09-2014","zaqiah darojad","04-11-2014","Yth Sdr. Zaqiah Darojad, Berdasarkan Pasal 47UU No. 24 Tahun 2003 sebagaimana diubah dengan UU No. 8 Tahun 2011 tentang Mahkamah Konstitusi,Putusan Mahkamah Konstitusi memperoleh kekuatan hukum tetap sejak selesai diucapkan dalam sidang pleno terbuka untuk umum. Dengan demikian, apabila pada perkara pengujian undang-undang, putusan MK mengabulkan permohonan pemohon, maka sejak putusan tersebut diucapkan dalam sidang pleno, norma dalam undang-undang yang diujikan dan diputus oleh MK tidak memiliki kekuatan hukum mengikat. Namun demikian, MK tidak memiliki kewenangan untuk menambah frasa atau kalimat pada suatu undang-undang kecuali menyatakan pemaknaan suatu frasa atau kalimat yang dianggap konstitusional."
"698","139","kepada Yth Bapak/Ibu di Mahkamah Konstitusi saya Mahasiswa Fakultas Hukum Konsenterasi Hukum Acara dan saya mau mengajukan beberapa pertanyaan mengenai pengujian undang-undang di Mahkamah Konstitusi . 1. bagaimana Pengujian undang-Undang di Mahkamah Konstitusi ? 2. bagaimana pemeriksaan Undang-Undang Nomor 8 Tahun 1981 Pasal 268 tentang Peninjauan Kembali ?","22-08-2014","Abdi Pratama","04-11-2014","Yth. Saudara Abdi Pratama, Untuk mengetahui prosedur beracara pengujian undang-undang, silakan mempelajari Peraturan Mahkamah Konsitusi Nomor 06/PMK/2005"
"699","136","Kepada Yth Bapak/Ibu di Mahkamah Konstitusi saya mau mengajukan Beberapa pertanyaan tentang pengujian UU di MK 1. bagaimna pengujian Undang-undang di Mahkamah Konstitusi? 2. Bagaimna Proses Pemeriksaan pasal 263 (Kitab Undang-undang Hukum Acara Pidana) tentang Peninjauan Kembali dalam perkara 34/PUU-XI/2013.","22-08-2014","Abdi Pratama","17-11-2014","Yth. Sdr. Abdi Pratama, Terima kasih atas pertanyaan Saudara. Menyangkut pertanyaan perihal prosedur pengujian undang-undang, Saudara dapat mempelajari Peraturan Mahkamah Konstitusi Nomor 06/PMK/2005 tentang pedoman Beracara dalam Perkara Pengujian Undang-Undang. Selanjutnya mengenai proses pemeriksaan dalam perkara Nomor 34/PUU-XI/2013, Saudara dapat mempelajari risalah dan putusan perkara dimaksud yang dapat diunduh melalui website ini. Demikian."
"700","120","Kepada Mahkamah Konstitusi, saya ingin bertanya. Apabila Mahkamah Konstitusi sedang melakukan uji materi Undang2, apakah Mahkamah Agung dapat melanjutkan Uji Materi Peraturan Undang-Undang dibawah undang-undang? Terimakasih banyak.","21-04-2014","nisoo","24-04-2014","Yth. Sdr. Nisoo, Pertanyaan Saudara telah diatur oleh Pasal 55 Undang-Undang Nomor 24 Tahun 2003Nomor 8 Tahun 2011 tentang tentang Mahkamah Konstitusi ""Pengujian peraturan perundang-undangan di bawah undang-undang yang sedang dilakukan Mahkamah Agung wajib dihentikan apabila undang-undang yang menjadi dasar pengujian peraturan tersebut sedang dalam proses pengujian Mahkamah Konstitusi sampai ada putusan Mahkamah Konstitusi. Demikian."
"701","115","Yg menjadi pertimbangan hukum mahkamah memerintahkan pelaksanaan pemungutan suara ulang di dua TPS adalah akibat hilangnya surat suara di dua TPS tersebut, pertanyaannya satu hari sebelum pelaksanaan pemungutan suara ulang dilaksanakan surat suara yang hilang itu ditemukan bagaimanakah mahkamah menyikapi hal ini?","13-03-2014","Rahman","18-03-2014","Yth. Saudara Rahman, Pertanyaan yang saudara ajukan menyangkut substansi pelaksanaan kewenangan Mahkamah Konstitusi, dan MK hanya menyampaikan pendapat hukumnya melalui putusan. Demikian."
"702","113","Bagaimana prosedur melakukan penelitian ""skripsi"" di Mahkamah Konstitusi?? mohon jawabannya, terima kasih","21-02-2014","zaka firma aditya","25-02-2014","Yth. Sdr. Zaka Firma Aditya, Silahkan Saudara menyampaikan proposal penelitian kepada Pusat Penelitian dan Pengkajian Perkara MK. Untuk informasi lebih lengkap, silahkan mengubungi nomor telepon 021-23529000. Terima kasih."
"703","112","Barito timur,Kalimantan tengah salam hormat, mohon pendapatnya, tentang perkara PILKADA di Kabupaten Barito Timur perkara bukan masalah hasil suara tetapi masalah administrasi Pendaftaran calon yang mana satu partai mengusung 2 calon/kandidat dan tlah digugat oleh salah satu pasangan calon ke MK ternyata di tolak seluruhnya...tetapisalah satu calon tersebut menggugat lagi melewati PT TUN jakarta dan akhirnya dimenangkan... apakah keputusan PT TUN tersebut dapat mempengaruhi keputusan MK yang terdahulu yang isinya menolak gugatan seluruhnya wassalam terima kasih","10-02-2014","hermansyah","12-02-2014",
"704","111","Apakah sudah pernah ada yang menguji tentang Badan kehormatan DPR agar anggotanya diganti menjadi masyarakat bukan anggota DPR dengan alasan BK DPR tidak efektif dalam mengeluarkan rekomendasi-rekomendasi? terim kasih","28-01-2014","dhona lubis","28-01-2014","Yth. Saudara Dhona Lubis Berdasarkan Pasal 24C ayat (1) UUD 1945,Mahkamah Konstitusi berwenang mengadili pada tingkat pertama dan terakhir yang putusannya bersifat final untuk menguji undang-undang terhadap Undang-Undang Dasar, memutus sengketa kewenangan lembaga negara yang kewenangannya diberikan oleh Undang-Undang Dasar, memutus pembubaran partai politik, dan memutus perselisihan tentang hasil pemilihan umum. Terkait dengan pertanyaan Saudara Dhona Lubis yang menanyakan apakah sudah pernah ada yang menguji tentang Badan Kehormatan DPR, hal demikian tentu bukan kewenangan Mahkamah untuk menguji tentang Badan Kehormatan DPR kecuali isu hukum tersebut dikaitkan dengan undang-undang yang mengatur tentang hal tersebut. Karenanya mohon pertanyaannya lebih spesifik terhadap pengujian Undang-Undang apa yang ingin diketahui atau ditanyakan. Demikian. "
"705","110","Ramadhona Lubis, SH dari Medan : Apakah dalam sengketa Pemilu kada, pihak yang tidak mau melaksanakan Putusan MK untuk melakukan pemungutan suara ulang (sebagai conto pilkada Deli Serdang Sumatera Utara) dapat dikatagorikan sebagai perbuatan melawan hukum dan apa dasar hukumnya? Dalam hal tidak bisa, apakah menurut MK itu merupakan pelanggaran Pemilu?","28-01-2014","dhona lubis","28-01-2014","Yth. Saudara Dhona Lubis, Pada prinsipnya Mahkamah Konstitusi merupakan salah satu pelaku kekuasaan kehakiman yang merdeka guna menegakkan Konstitusi dan prinsip negara hukum melalui putusan atas perkara konstitusional yang menjadi kewenangan dan kewajibannya. Dengan demikian, apabila putusan MK yang bersifatfinal and bindingtidak dilaksanakan, maka sanksi yang berlaku adalah berupa sanksi ketatanegaraan ataupun hukum berdasarkan peraturan perundang-undangan yang berlaku. Walaupun demikian, untuk dapat menentukan jenis atau kategori perbuatan yang tidak melaksanakan putusan MK tersebut merupakan pelanggaran atau perbuatan melawan hukum atau yang lainnya tentu membutuhkan proses hukum sesuai peraturan perundang-undangan yang berlaku. Demikian. "
"706","109","Yang terhormat, Bapak Mahkamah Konstitusi. Saya dan teman2 sangat terbebani oleh Permendiknas No.27 tahun 2008, yang garis besarnya menyatakan bahwa keprofesian Konselor tidak bisa diambil oleh sarjana Psikologi, (S.Psi) melainkan S1 BK, padahal saya diterima sebagai PNS tahun 2009, sebagai Guru BK di instansi saya. tapi dengan permen diatas yg saya sebutkan, saya harus mengabil lagi sarjana S1 Pendidikan (S.Pd)Bimbingan Konseling dan selanjutnya Konselor. ini sangat memberatkan kami. mohon bantuannya pak. terima kasih atas jawaban Bapak.","23-12-2013","Khairani El Yusro, S.Psi","08-01-2014","Yth. Sdr. Khairani El Yusro, S.Psi. Terima kasih atas perhatian dan kepedulian Saudara kepada penegakan hukum dan hak-hak warga negara. Kami informasikan bahwa salah satu kewenangan Mahkamah Konstitusi sesuai Pasal 24C UUD 1945 adalah menguji undang-undang konstitusionalitas terhadap UUD 1945. Menjawab pertanyaan Saudara, peraturan yang dipermasalahkan tersebut bukan merupakan undang-undang sehingga tidak dapat diuji oleh Mahkamah Konstitusi. Namun demikian, apabila Saudara menganggap suatu undang-undang yang menjadi landasan peraturan tersebut telah melanggar UUD 1945, saudara dapat mengajukan permohonan kepada MK untuk menguji materi dan muatan UU tersebut. Informasi mengenai teknis pengajuan permohonan dapat menghubungi unit pelayanan penerimaan permohonan dan konsultasi perkara di gedung Mahkamah Konstitusi Lantai Dasar, Jalan Medan Merdeka Barat No. 6, Telepon 021-23529000. Selain itu, kami informasikan pula, Saudara dapat mengajukan pengujian peraturan perundang-undangan yang kedudukannya di bawah UU ke Mahkamah Agung. Demikian."
"707","107","apabila dalam suatu RUU yang telah disetujui oleh DPR ternyata tdk ditandatangani oleh presiden sebagai bentuk ketidaksetujuan terhadap RUU tersebut,maka dalam jangka waktu tertentu RUU tersebut tetap menjadi UU. Apakah Presiden dapat mengajukan hak uji terhadap UU yang tidak ditandatangani tersebut ke MK?","24-11-2013","satria liwang","26-11-2013","Yth. Sdr. Satria Liwang Berdasarkan Pasal 51 ayat (1) UU MK beserta Penjelasannya, yang dapat mengajukan permohonan pengujian Undang-Undang terhadap UUD 1945 adalah mereka yang menganggap hak dan/atau kewenangan konstitusionalnya yang diberikan oleh UUD 1945 dirugikan oleh berlakunya suatu Undang-Undang, yaitu: perorangan warga negara Indonesia (termasuk kelompok orang yang mempunyai kepentingan sama); kesatuan masyarakat hukum adat sepanjang masih hidup dan sesuai dengan perkembangan masyarakat dan prinsip Negara Kesatuan Republik Indonesia yang diatur dalam Undang-Undang; badan hukum publik atau privat; lembaga negara;  Dengan demikian, Pemohon dalam pengujian Undang-Undang terhadap UUD 1945 harus menjelaskan dan membuktikan terlebih dahulu: kedudukannya sebagai Pemohon sebagaimana dimaksud dalam Pasal 51 ayat (1) UU MK; kerugian hak dan/atau kewenangan konstitusional yang diberikan oleh UUD 1945 yang diakibatkan oleh berlakunya Undang-Undang yang dimohonkan pengujian;  MK sejak Putusan Mahkamah Konstitusi Nomor 006/PUU-III/2005, bertanggal 31 Mei 2005 dan Putusan Mahkamah Konstitusi Nomor 11/PUU-V/2007, bertanggal 20 September 2007, serta putusan-putusan selanjutnya berpendirian bahwa kerugian hak dan/atau kewenangan konstitusional sebagaimana dimaksud dalam Pasal 51 ayat (1) UU MK harus memenuhi lima syarat, yaitu: adanya hak dan/atau kewenangan konstitusional Pemohon yang diberikan oleh UUD 1945; hak dan/atau kewenangan konstitusional tersebut oleh Pemohon dianggap dirugikan oleh berlakunya Undang-Undang yang dimohonkan pengujian; kerugian konstitusional tersebut harus bersifat spesifik (khusus) dan aktual atau setidak-tidaknya potensial yang menurut penalaran yang wajar dapat dipastikan akan terjadi; adanya hubungan sebab-akibat (causal verband) antara kerugian dimaksud dan berlakunya Undang-Undang yang dimohonkan pengujian; adanya kemungkinan bahwa dengan dikabulkannya permohonan maka kerugian konstitusional seperti yang didalilkan tidak akan atau tidak lagi terjadi;  Dengan demikian, seandainyapun Presiden ingin mengajukan pengujian UU yang tidak ditandatanganinya ke MK, maka Presiden atau siapapun haruslah memenuhi syarat-syarat tersebut di atas dan MK akan memberi pertimbangan terhadap hal tersebut sebelum masuk ke pokok permohonan. Demikian."
"708","106","Kepada Yth Mahkamah Konstitusi, mengapa pada hari ini 24 Oktober 2013, hampir semua risalah sidang tanggal 23 Oktober, tidak dapat di dowmload (error). Tapi risalah sidang yang lainnya dapat di download. Mohon penjelasannya. Atas perhatiannya saya ucapkan terima kasih. Hormat saya","24-10-2013","Rega","31-10-2013","Yth. Sdr. Rega, Terima kasih atas perhatiannya kepada Mahkamah Konstitusi. Kami mohon maaf atas ketidaknyamanan dalam mengakses risalah persidangan. Pada hari itu server di laman kami sedang bermasalah sehingga beberapa fitur pada laman mengalami gangguan dan tidak dapat berfungsi sebagaimana mestinya. Demikian."
"709","104","Selamat siang, Perkenalkan saya Mahasiswa Fakultas Hukum, konsentrasi Hukum tata negara. Saya dari dulu tertarik untuk mendalami masalah ketatanegaraan dan konstitusi khususnya konstitusi Indonesia. Saya juga selalu mengikuti perkembangannya dan selalu membaca jurnal2 hukum dan konstitusi. tetapi dari sekian banyak konstitusi negara2 didunia yang telah saya pelajari, masih ada beberapa hal yang masih mengganjal dibenak saya, yaitu berkaitan dengan pengaduan konstitusional (constitutional complaint) warga negara yang masih belum diatur didalam kewenangan MK. Pertanyaan saya: 1.Apakah Undang-Undang Dasar 1945 memberi peluang bagi Mahkamah Konstitusi dalam menyelesaikan permasalahan Pengaduan konstitusional warga Negara? 2.Bagaimanakah prospek penerapan constitution complaint sebagai salah satu kewenangan dari MK dimasa mendatang? 3.Bagaimana mekanisme pengajuan constitutional complaint di Indonesia? terima kasih","22-10-2013","zaka firma aditya","31-10-2013","Yth. Sdr. Zaka Firma Aditya, Kami mengapresiasi perhatian Saudara terhadap perkembangan hukum, Konstitusi, dan Mahkamah Konstitusi di Indonesia. Terkait pertanyaan Saudara, kami jelaskan bahwa kewenangan Mahkamah Konstitusi telah diatur dalam Pasal 24C UUD 1945. Berdasarkan ketentuan-ketentuan tersebut, Mahkamah Konstitusi RI tidak memiliki kewenangan untuk menangani pengaduan konstitusional, sehingga saat ini belum ada pengaturan secara khusus mengenai penanganan dan prosedur penyelesaian perkara pengaduan konstitusional. Limitasi kewenangan tersebut merupakan hasil kesepakatan seluruh rakyat Indonesia yang dalam hal ini direpresentasikan oleh Majelis Permusyawaratan Rakyat RI pada saat melakukan perubahan UUD 1945 pada periode 1999-2002. Dengan demikian, setiap perubahan terhadap norma dan/atau ketentuan dalam UUD 1945 dapat dilakukan melalui mekanisme perubahan UUD 1945 pada forum Majelis Permusyawaratan Rakyat. Demikian."
"710","103","Kepada Mahkamah Konstitusi, saya Eta Yuni mahasiswa yang ingin mengkaji putusan MK tentang sengketa pilkada Kudus. Akan tetapi file putusan MK tidak suport untuk di doanload. Mohon informasi tentang file putusan MK Sengketa Pilkada Kudus, atas perhatian sy ucapkan terima kasih.","30-09-2013","eta yuni","30-09-2013","Yth Saudara Eta Yuni, Putusan perkara perselisihan hasil pemilukada Kabupaten Kudus 2013 teregistrasi atas 2 (dua) perkara, yakni 66/PHPU.D-XI/2013 67/PHPU.D-XI/2013: http://www.mahkamahkonstitusi.go.id/index.php?page=web.Putusanamp;amp;id=1amp;amp;kat=2amp;amp;cari=kudus . File akan kami kirimkan ke alamat surel Anda. Terima kasih."
"711","102","Apabila gugatan perselisihan pemilukada sudah sudah ada no tanda terimanya, berapa hari tenggat waktu untuk registrasinya ?. Apakah untuk mendapat no registrasi ada biayanya ?","23-09-2013","ujeng","25-09-2013","Yth. Ujeng,  Terima kasih atas pertanyaannya. Setelah permohonan perkara diajukan dan telah diterima/dicatat dalam buku penerimaan permohonan dan diberikan tanda terima, maka akan dilakukan pemeriksaan kelengkapan berkas permohonan sesuai ketentuan dalam Undang-Undang Mahkamah Konstitusi. Setelah berkas permohonan dinyatakan lengkap dan memenuhi syarat, selanjutnya akan dicatat dalam Buku Registrasi Perkara Konstitusi (BRPK) yang berarti akan mendapatkan nomor registrasi perkara. Berdasarkan ketentuan peraturan perundang-undangan, tidak ditentukan batas waktu sejak permohonan diajukan sampai diregistrasi. Harap dipahami kalau berperkara di Mahkamah Konstitusi tidak dikenakan biaya apapun (gratis). Seandainya ada pihak-pihak tertentu yang meminta biaya administrasi dalam berperkara, harap melaporkan pada pihak yang berwajib karena hal tersebut tidak dibenarkan. Terima kasih."
"712","101","bagaimana cara untuk melihat gugatan seseorang atau lembaga, sudah terregistrasi di mahkamaah konstitusi republik indonesia","23-09-2013","ujeng","24-09-2013","Yth. Sdr. Ujeng, Informasi perkara yang belum dan sudah diregistrasi dapat diperoleh pada laman ini pada menu ""PENDAFTARAN PERKARA"". Terima kasih."
